Weapon Class,Base Weapon,Weapon Name,ID,sortId,Physical Graph,Magic Graph,Fire Graph,Lightning Graph,Holy Graph,Poison Graph,Bleed Graph,Sleep Graph,Madness Graph,Base Str Scale,Base Dex Scale,Base Int Scale,Base Fth Scale, Base Arc Scale,reinforceTypeId
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Heavy Curved Sword,7110100,1610001,1,0,0,0,0,6,6,6,6,57,0,0,0,0,6000
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Keen Curved Sword,7110200,1610002,2,0,0,0,0,6,6,6,6,15,40,0,0,0,200
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Quality Curved Sword,7110300,1610003,8,0,0,0,0,6,6,6,6,50,50,0,0,0,300
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Fire Curved Sword,7110400,1610005,0,0,4,0,0,6,6,6,6,30,15,0,0,0,400
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Flame Art Curved Sword,7110500,1610006,0,0,4,0,0,6,6,6,6,16,6,0,30,0,500
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Lightning Curved Sword,7110600,1610007,0,0,0,4,0,6,6,6,6,15,30,0,0,0,600
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Sacred Curved Sword,7110700,1610008,0,0,0,0,4,6,6,6,6,16,6,0,30,0,700
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Magic Curved Sword,7110800,1610004,0,4,0,0,0,6,6,6,6,11,4,37,0,0,800
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Cold Curved Sword,7110900,1610011,0,4,0,0,0,6,6,6,6,49,18,30,0,0,900
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Poison Curved Sword,7111000,1610009,0,0,0,0,0,6,6,6,6,52,19,0,0,30,1000
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Blood Curved Sword,7111100,1610010,0,0,0,0,0,6,6,6,6,52,19,0,0,30,1100
Curved Sword,Serpent-God's Curved Sword,Serpent-God's Occult Curved Sword,7111200,1610012,7,0,0,0,0,6,6,6,6,22,8,0,0,63,1200
Curved Sword,Magma Blade,Magma Blade,7050000,1611000,0,0,4,0,0,6,6,6,6,45,31,0,40,0,2200
Curved Sword,Nox Flowing Sword,Nox Flowing Sword,2080000,1612000,0,0,0,0,0,6,6,6,6,20,50,0,0,0,2200
Curved Sword,Wing of Astel,Wing of Astel,7070000,1613000,0,4,0,0,0,6,6,6,6,10,45,55,0,0,2200
Curved Sword,Eclipse Shotel,Eclipse Shotel,7100000,1614000,0,0,0,0,4,6,6,6,6,20,35,0,45,0,2200
Curved Greatsword,Dismounter,Dismounter,8020000,1700000,0,0,0,0,0,6,6,6,6,47,37,0,0,0,0
Curved Greatsword,Dismounter,Heavy Dismounter,8020100,1700001,1,0,0,0,0,6,6,6,6,47,0,0,0,0,100
Curved Greatsword,Dismounter,Keen Dismounter,8020200,1700002,2,0,0,0,0,6,6,6,6,16,46,0,0,0,200
Curved Greatsword,Dismounter,Quality Dismounter,8020300,1700003,8,0,0,0,0,6,6,6,6,57,57,0,0,0,300
Curved Greatsword,Dismounter,Fire Dismounter,8020400,1700005,0,0,4,0,0,6,6,6,6,35,16,0,0,0,400
Curved Greatsword,Dismounter,Flame Art Dismounter,8020500,1700006,0,0,4,0,0,6,6,6,6,9,7,0,42,0,500
Curved Greatsword,Dismounter,Lightning Dismounter,8020600,1700007,0,0,0,4,0,6,6,6,6,16,35,0,0,0,600
Curved Greatsword,Dismounter,Sacred Dismounter,8020700,1700008,0,0,0,0,4,6,6,6,6,9,7,0,42,0,700
Curved Greatsword,Dismounter,Magic Dismounter,8020800,1700004,0,4,0,0,0,6,6,6,6,14,11,42,0,0,800
Curved Greatsword,Dismounter,Cold Dismounter,8020900,1700011,0,4,0,0,0,6,6,6,6,42,33,33,0,0,900
Curved Greatsword,Dismounter,Poison Dismounter,8021000,1700009,0,0,0,0,0,6,6,6,6,44,35,0,0,30,1000
Curved Greatsword,Dismounter,Blood Dismounter,8021100,1700010,0,0,0,0,0,6,6,6,6,44,35,0,0,30,1100
Curved Greatsword,Dismounter,Occult Dismounter,8021200,1700012,7,0,0,0,0,6,6,6,6,18,14,0,0,71,1200
Curved Greatsword,Omen Cleaver,Omen Cleaver,8060000,1701000,0,0,0,0,0,6,6,6,6,44,43,0,0,0,0
Curved Greatsword,Omen Cleaver,Heavy Omen Cleaver,8060100,1701001,1,0,0,0,0,6,6,6,6,48,0,0,0,0,100
Curved Greatsword,Omen Cleaver,Keen Omen Cleaver,8060200,1701002,2,0,0,0,0,6,6,6,6,17,43,0,0,0,200
Curved Greatsword,Omen Cleaver,Quality Omen Cleaver,8060300,1701003,8,0,0,0,0,6,6,6,6,56,56,0,0,0,300
Curved Greatsword,Omen Cleaver,Fire Omen Cleaver,8060400,1701005,0,0,4,0,0,6,6,6,6,38,17,0,0,0,400
Curved Greatsword,Omen Cleaver,Flame Art Omen Cleaver,8060500,1701006,0,0,4,0,0,6,6,6,6,8,8,0,44,0,500
Curved Greatsword,Omen Cleaver,Lightning Omen Cleaver,8060600,1701007,0,0,0,4,0,6,6,6,6,17,38,0,0,0,600
Curved Greatsword,Omen Cleaver,Sacred Omen Cleaver,8060700,1701008,0,0,0,0,4,6,6,6,6,8,8,0,44,0,700
Curved Greatsword,Omen Cleaver,Magic Omen Cleaver,8060800,1701004,0,4,0,0,0,6,6,6,6,13,12,43,0,0,800
Curved Greatsword,Omen Cleaver,Cold Omen Cleaver,8060900,1701011,0,4,0,0,0,6,6,6,6,39,38,34,0,0,900
Curved Greatsword,Omen Cleaver,Poison Omen Cleaver,8061000,1701009,0,0,0,0,0,6,6,6,6,41,40,0,0,30,1000
Curved Greatsword,Omen Cleaver,Blood Omen Cleaver,8061100,1701010,0,0,0,0,0,6,6,6,6,41,40,0,0,30,1100
Curved Greatsword,Omen Cleaver,Occult Omen Cleaver,8061200,1701012,7,0,0,0,0,6,6,6,6,17,17,0,0,73,1200
Curved Greatsword,Monk's Flameblade,Monk's Flameblade,8070000,1702000,0,0,0,0,0,6,6,6,6,37,52,0,0,0,0
Curved Greatsword,Monk's Flameblade,Monk's Heavy Flameblade,8070100,1702001,1,0,0,0,0,6,6,6,6,48,0,0,0,0,100
Curved Greatsword,Monk's Flameblade,Monk's Keen Flameblade,8070200,1702002,2,0,0,0,0,6,6,6,6,17,47,0,0,0,200
Curved Greatsword,Monk's Flameblade,Monk's Quality Flameblade,8070300,1702003,8,0,0,0,0,6,6,6,6,58,58,0,0,0,300
Curved Greatsword,Monk's Flameblade,Monk's Fire Flameblade,8070400,1702005,0,0,4,0,0,6,6,6,6,39,17,0,0,0,400
Curved Greatsword,Monk's Flameblade,Monk's Flame Art Flameblade,8070500,1702006,0,0,4,0,0,6,6,6,6,7,10,0,45,0,500
Curved Greatsword,Monk's Flameblade,Monk's Lightning Flameblade,8070600,1702007,0,0,0,4,0,6,6,6,6,17,39,0,0,0,600
Curved Greatsword,Monk's Flameblade,Monk's Sacred Flameblade,8070700,1702008,0,0,0,0,4,6,6,6,6,7,10,0,45,0,700
Curved Greatsword,Monk's Flameblade,Monk's Magic Flameblade,8070800,1702004,0,4,0,0,0,6,6,6,6,11,15,44,0,0,800
Curved Greatsword,Monk's Flameblade,Monk's Cold Flameblade,8070900,1702011,0,4,0,0,0,6,6,6,6,33,46,40,0,0,900
Curved Greatsword,Monk's Flameblade,Monk's Poison Flameblade,8071000,1702009,0,0,0,0,0,6,6,6,6,35,49,0,0,30,1000
Curved Greatsword,Monk's Flameblade,Monk's Blood Flameblade,8071100,1702010,0,0,0,0,0,6,6,6,6,35,49,0,0,30,1100
Curved Greatsword,Monk's Flameblade,Monk's Occult Flameblade,8071200,1702012,7,0,0,0,0,6,6,6,6,14,20,0,0,75,1200
Curved Greatsword,Beastman's Cleaver,Beastman's Cleaver,8080000,1703000,0,0,0,0,0,6,6,6,6,76,0,0,0,0,0
Curved Greatsword,Beastman's Cleaver,Beastman's Heavy Cleaver,8080100,1703001,1,0,0,0,0,6,6,6,6,66,0,0,0,0,6000
Curved Greatsword,Beastman's Cleaver,Beastman's Keen Cleaver,8080200,1703002,2,0,0,0,0,6,6,6,6,15,47,0,0,0,200
Curved Greatsword,Beastman's Cleaver,Beastman's Quality Cleaver,8080300,1703003,8,0,0,0,0,6,6,6,6,57,57,0,0,0,300
Curved Greatsword,Beastman's Cleaver,Beastman's Fire Cleaver,8080400,1703005,0,0,4,0,0,6,6,6,6,40,15,0,0,0,400
Curved Greatsword,Beastman's Cleaver,Beastman's Flame Art Cleaver,8080500,1703006,0,0,4,0,0,6,6,6,6,26,0,0,38,0,500
Curved Greatsword,Beastman's Cleaver,Beastman's Lightning Cleaver,8080600,1703007,0,0,0,4,0,6,6,6,6,15,40,0,0,0,600
Curved Greatsword,Beastman's Cleaver,Beastman's Sacred Cleaver,8080700,1703008,0,0,0,0,4,6,6,6,6,26,0,0,38,0,700
Curved Greatsword,Beastman's Cleaver,Beastman's Magic Cleaver,8080800,1703004,0,4,0,0,0,6,6,6,6,30,0,41,0,0,800
Curved Greatsword,Beastman's Cleaver,Beastman's Cold Cleaver,8080900,1703011,0,4,0,0,0,6,6,6,6,68,0,30,0,0,900
Curved Greatsword,Beastman's Cleaver,Beastman's Poison Cleaver,8081000,1703009,0,0,0,0,0,6,6,6,6,72,0,0,0,30,1000
Curved Greatsword,Beastman's Cleaver,Beastman's Blood Cleaver,8081100,1703010,0,0,0,0,0,6,6,6,6,72,0,0,0,30,1100
Curved Greatsword,Beastman's Cleaver,Beastman's Occult Cleaver,8081200,1703012,7,0,0,0,0,6,6,6,6,30,0,0,0,64,1200
Curved Greatsword,Bloodhound's Fang,Bloodhound's Fang,8030000,1704000,0,0,0,0,0,6,6,6,6,41,60,0,0,0,2200
Curved Greatsword,Onyx Lord's Greatsword,Onyx Lord's Greatsword,8010000,1705000,0,4,0,0,0,6,6,6,6,50,10,50,0,0,2200
Curved Greatsword,Zamor Curved Sword,Zamor Curved Sword,8050000,1706000,0,0,0,0,0,6,6,6,6,40,50,0,0,0,2200
Curved Greatsword,Magma Wyrm's Scalesword,Magma Wyrm's Scalesword,8040000,1707000,0,0,4,0,0,6,6,6,6,60,25,0,55,0,2200
Curved Greatsword,Morgott's Cursed Sword,Morgott's Cursed Sword,8100000,1708000,7,0,0,0,0,6,6,6,6,15,60,0,0,30,2200
Katana,Uchigatana,Uchigatana,9000000,1800000,0,0,0,0,0,6,6,6,6,36,55,0,0,0,0
Katana,Uchigatana,Heavy Uchigatana,9000100,1800001,1,0,0,0,0,6,6,6,6,51,0,0,0,0,100
Katana,Uchigatana,Keen Uchigatana,9000200,1800002,2,0,0,0,0,6,6,6,6,9,51,0,0,0,200
Katana,Uchigatana,Quality Uchigatana,9000300,1800003,8,0,0,0,0,6,6,6,6,59,59,0,0,0,300
Katana,Uchigatana,Fire Uchigatana,9000400,1800005,0,0,4,0,0,6,6,6,6,40,9,0,0,0,400
Katana,Uchigatana,Flame Art Uchigatana,9000500,1800006,0,0,4,0,0,6,6,6,6,7,11,0,47,0,500
Katana,Uchigatana,Lightning Uchigatana,9000600,1800007,0,0,0,4,0,6,6,6,6,9,40,0,0,0,600
Katana,Uchigatana,Sacred Uchigatana,9000700,1800008,0,0,0,0,4,6,6,6,6,7,11,0,47,0,700
Katana,Uchigatana,Magic Uchigatana,9000800,1800004,0,4,0,0,0,6,6,6,6,5,8,48,0,0,800
Katana,Uchigatana,Cold Uchigatana,9000900,1800011,0,4,0,0,0,6,6,6,6,32,49,40,0,0,900
Katana,Uchigatana,Poison Uchigatana,9001000,1800009,0,0,0,0,0,6,6,6,6,32,49,0,0,30,1000
Katana,Uchigatana,Blood Uchigatana,9001100,1800010,0,0,0,0,0,6,6,6,6,32,49,0,0,30,1100
Katana,Uchigatana,Occult Uchigatana,9001200,1800012,7,0,0,0,0,6,6,6,6,14,22,0,0,77,1200
Katana,Nagakiba,Nagakiba,9010000,1801000,0,0,0,0,0,6,6,6,6,27,60,0,0,0,0
Katana,Nagakiba,Heavy Nagakiba,9010100,1801001,1,0,0,0,0,6,6,6,6,49,0,0,0,0,100
Katana,Nagakiba,Keen Nagakiba,9010200,1801002,2,0,0,0,0,6,6,6,6,8,64,0,0,0,5000
Katana,Nagakiba,Quality Nagakiba,9010300,1801003,8,0,0,0,0,6,6,6,6,56,56,0,0,0,300
Katana,Nagakiba,Fire Nagakiba,9010400,1801005,0,0,4,0,0,6,6,6,6,37,8,0,0,0,400
Katana,Nagakiba,Flame Art Nagakiba,9010500,1801006,0,0,4,0,0,6,6,6,6,5,12,0,44,0,500
Katana,Nagakiba,Lightning Nagakiba,9010600,1801007,0,0,0,4,0,6,6,6,6,8,37,0,0,0,600
Katana,Nagakiba,Sacred Nagakiba,9010700,1801008,0,0,0,0,4,6,6,6,6,5,12,0,44,0,700
Katana,Nagakiba,Magic Nagakiba,9010800,1801004,0,4,0,0,0,6,6,6,6,4,9,45,0,0,800
Katana,Nagakiba,Cold Nagakiba,9010900,1801011,0,4,0,0,0,6,6,6,6,24,54,34,0,0,900
Katana,Nagakiba,Poison Nagakiba,9011000,1801009,0,0,0,0,0,6,6,6,6,24,54,0,0,30,1000
Katana,Nagakiba,Blood Nagakiba,9011100,1801010,0,0,0,0,0,6,6,6,6,24,54,0,0,30,1100
Katana,Nagakiba,Occult Nagakiba,9011200,1801012,7,0,0,0,0,6,6,6,6,10,24,0,0,73,1200
Katana,Serpentbone Blade,Serpentbone Blade,9080000,1802000,0,0,0,0,0,6,6,6,6,10,75,0,0,0,0
Katana,Meteoric Ore Blade,Meteoric Ore Blade,9030000,1803000,0,4,0,0,0,6,6,6,6,45,17,36,0,0,2200
Katana,Moonveil,Moonveil,9060000,1804000,0,4,0,0,0,6,6,6,6,12,50,60,0,0,2200
Katana,Rivers of Blood,Rivers of Blood,9040000,1805000,7,0,4,0,0,6,6,6,6,10,50,0,0,33,2200
Katana,Dragonscale Blade,Dragonscale Blade,9070000,1806000,0,0,0,4,0,6,6,6,6,30,60,0,0,0,2200
Katana,Hand of Malenia,Hand of Malenia,9020000,1807000,0,0,0,0,0,6,6,6,6,5,75,0,0,0,2200
Twinblade,Twinblade,Twinblade,10000000,1900000,0,0,0,0,0,6,6,6,6,35,43,0,0,0,0
Twinblade,Twinblade,Heavy Twinblade,10000100,1900001,1,0,0,0,0,6,6,6,6,45,0,0,0,0,100
Twinblade,Twinblade,Keen Twinblade,10000200,1900002,2,0,0,0,0,6,6,6,6,15,43,0,0,0,200
Twinblade,Twinblade,Quality Twinblade,10000300,1900003,8,0,0,0,0,6,6,6,6,54,54,0,0,0,300
Twinblade,Twinblade,Fire Twinblade,10000400,1900005,0,0,4,0,0,6,6,6,6,33,11,0,0,0,400
Twinblade,Twinblade,Flame Art Twinblade,10000500,1900006,0,0,4,0,0,6,6,6,6,10,12,0,34,0,500
Twinblade,Twinblade,Lightning Twinblade,10000600,1900007,0,0,0,4,0,6,6,6,6,11,33,0,0,0,600
Twinblade,Twinblade,Sacred Twinblade,10000700,1900008,0,0,0,0,4,6,6,6,6,10,12,0,34,0,700
Twinblade,Twinblade,Magic Twinblade,10000800,1900004,0,4,0,0,0,6,6,6,6,10,12,35,0,0,800
Twinblade,Twinblade,Cold Twinblade,10000900,1900011,0,4,0,0,0,6,6,6,6,31,38,31,0,0,900
Twinblade,Twinblade,Poison Twinblade,10001000,1900009,0,0,0,0,0,6,6,6,6,31,38,0,0,30,1000
Twinblade,Twinblade,Bloody Twinblade,10001100,1900010,0,0,0,0,0,6,6,6,6,31,38,0,0,30,1100
Twinblade,Twinblade,Occult Twinblade,10001200,1900012,7,0,0,0,0,6,6,6,6,14,17,0,0,66,1200
Twinblade,Twinned Knight Swords,Twinned Knight Swords,10030000,1901000,0,0,0,0,0,6,6,6,6,54,24,0,0,0,0
Twinblade,Twinned Knight Swords,Heavy Twinned Knight Swords,10030100,1901001,1,0,0,0,0,6,6,6,6,48,0,0,0,0,100
Twinblade,Twinned Knight Swords,Keen Twinned Knight Swords,10030200,1901002,2,0,0,0,0,6,6,6,6,15,42,0,0,0,200
Twinblade,Twinned Knight Swords,Quality Twinned Knight Swords,10030300,1901003,8,0,0,0,0,6,6,6,6,54,54,0,0,0,300
Twinblade,Twinned Knight Swords,Fire Twinned Knight Swords,10030400,1901005,0,0,4,0,0,6,6,6,6,33,11,0,0,0,400
Twinblade,Twinned Knight Swords,Flame Art Twinned Knight Swords,10030500,1901006,0,0,4,0,0,6,6,6,6,16,7,0,31,0,500
Twinblade,Twinned Knight Swords,Lightning Twinned Knight Swords,10030600,1901007,0,0,0,4,0,6,6,6,6,11,33,0,0,0,600
Twinblade,Twinned Knight Swords,Sacred Twinned Knight Swords,10030700,1901008,0,0,0,0,4,6,6,6,6,16,7,0,31,0,700
Twinblade,Twinned Knight Swords,Magic Twinned Knight Swords,10030800,1901004,0,4,0,0,0,6,6,6,6,16,7,34,0,0,800
Twinblade,Twinned Knight Swords,Cold Twinned Knight Swords,10030900,1901011,0,4,0,0,0,6,6,6,6,48,21,27,0,0,900
Twinblade,Twinned Knight Swords,Poison Twinned Knight Swords,10031000,1901009,0,0,0,0,0,6,6,6,6,48,21,0,0,30,1000
Twinblade,Twinned Knight Swords,Blood Twinned Knight Swords,10031100,1901010,0,0,0,0,0,6,6,6,6,48,21,0,0,30,1100
Twinblade,Twinned Knight Swords,Occult Twinned Knight Swords,10031200,1901012,7,0,0,0,0,6,6,6,6,21,9,0,0,66,1200
Twinblade,Godskin Peeler,Godskin Peeler,10010000,1902000,0,0,0,0,0,6,6,6,6,19,60,0,0,0,0
Twinblade,Godskin Peeler,Heavy Godskin Peeler,10010100,1902001,1,0,0,0,0,6,6,6,6,45,0,0,0,0,100
Twinblade,Godskin Peeler,Keen Godskin Peeler,10010200,1902002,2,0,0,0,0,6,6,6,6,15,59,0,0,0,5000
Twinblade,Godskin Peeler,Quality Godskin Peeler,10010300,1902003,8,0,0,0,0,6,6,6,6,52,52,0,0,0,300
Twinblade,Godskin Peeler,Fire Godskin Peeler,10010400,1902005,0,0,4,0,0,6,6,6,6,33,11,0,0,0,400
Twinblade,Godskin Peeler,Flame Art Godskin Peeler,10010500,1902006,0,0,4,0,0,6,6,6,6,5,18,0,31,0,500
Twinblade,Godskin Peeler,Lightning Godskin Peeler,10010600,1902007,0,0,0,4,0,6,6,6,6,11,33,0,0,0,600
Twinblade,Godskin Peeler,Sacred Godskin Peeler,10010700,1902008,0,0,0,0,4,6,6,6,6,5,18,0,31,0,700
Twinblade,Godskin Peeler,Magic Godskin Peeler,10010800,1902004,0,4,0,0,0,6,6,6,6,5,18,35,0,0,800
Twinblade,Godskin Peeler,Cold Godskin Peeler,10010900,1902011,0,4,0,0,0,6,6,6,6,17,54,27,0,0,900
Twinblade,Godskin Peeler,Poison Godskin Peeler,10011000,1902009,0,0,0,0,0,6,6,6,6,17,54,0,0,30,1000
Twinblade,Godskin Peeler,Blood Godskin Peeler,10011100,1902010,0,0,0,0,0,6,6,6,6,17,54,0,0,30,1100
Twinblade,Godskin Peeler,Occult Godskin Peeler,10011200,1902012,7,0,0,0,0,6,6,6,6,7,24,0,0,67,1200
Twinblade,Gargoyle's Twinblade,Gargoyle's Twinblade,10080000,1903000,0,0,0,0,0,6,6,6,6,66,10,0,0,0,0
Twinblade,Gargoyle's Twinblade,Gargoyle's Heavy Twinblade,10080100,1903001,1,0,0,0,0,6,6,6,6,61,0,0,0,0,6000
Twinblade,Gargoyle's Twinblade,Gargoyle's Keen Twinblade,10080200,1903002,2,0,0,0,0,6,6,6,6,30,41,0,0,0,200
Twinblade,Gargoyle's Twinblade,Gargoyle's Quality Twinblade,10080300,1903003,8,0,0,0,0,6,6,6,6,53,53,0,0,0,300
Twinblade,Gargoyle's Twinblade,Gargoyle's Fire Twinblade,10080400,1903005,0,0,4,0,0,6,6,6,6,36,7,0,0,0,400
Twinblade,Gargoyle's Twinblade,Gargoyle's Flame Art Twinblade,10080500,1903006,0,0,4,0,0,6,6,6,6,26,4,0,31,0,500
Twinblade,Gargoyle's Twinblade,Gargoyle's Lightning Twinblade,10080600,1903007,0,0,0,4,0,6,6,6,6,7,36,0,0,0,600
Twinblade,Gargoyle's Twinblade,Gargoyle's Sacred Twinblade,10080700,1903008,0,0,0,0,4,6,6,6,6,26,4,0,31,0,700
Twinblade,Gargoyle's Twinblade,Gargoyle's Magic Twinblade,10080800,1903004,0,4,0,0,0,6,6,6,6,26,4,38,0,0,800
Twinblade,Gargoyle's Twinblade,Gargoyle's Cold Twinblade,10080900,1903011,0,4,0,0,0,6,6,6,6,59,9,30,0,0,900
Twinblade,Gargoyle's Twinblade,Gargoyle's Poison Twinblade,10081000,1903009,0,0,0,0,0,6,6,6,6,62,9,0,0,30,1000
Twinblade,Gargoyle's Twinblade,Gargoyle's Blood Twinblade,10081100,1903010,0,0,0,0,0,6,6,6,6,62,9,0,0,30,1100
Twinblade,Gargoyle's Twinblade,Gargoyle's Occult Twinblade,10081200,1903012,7,0,0,0,0,6,6,6,6,26,4,0,0,64,1200
Twinblade,Gargoyle's Black Blades,Gargoyle's Black Blades,10090000,1904000,0,0,0,0,4,6,6,6,6,66,10,0,25,0,2200
Twinblade,Eleonora's Poleblade,Eleonora's Poleblade,10050000,1905000,7,0,4,0,0,6,6,6,6,10,40,0,0,30,2200
Axe,Hand Axe,Hand Axe,14020000,2000000,0,0,0,0,0,6,6,6,6,30,55,0,0,0,0
Axe,Hand Axe,Heavy Hand Axe,14020100,2000001,1,0,0,0,0,6,6,6,6,50,0,0,0,0,100
Axe,Hand Axe,Keen Hand Axe,14020200,2000002,2,0,0,0,0,6,6,6,6,8,49,0,0,0,200
Axe,Hand Axe,Quality Hand Axe,14020300,2000003,8,0,0,0,0,6,6,6,6,55,55,0,0,0,300
Axe,Hand Axe,Fire Hand Axe,14020400,2000005,0,0,4,0,0,6,6,6,6,34,8,0,0,0,400
Axe,Hand Axe,Flame Art Hand Axe,14020500,2000006,0,0,4,0,0,6,6,6,6,6,11,0,38,0,500
Axe,Hand Axe,Lightning Hand Axe,14020600,2000007,0,0,0,4,0,6,6,6,6,8,34,0,0,0,600
Axe,Hand Axe,Sacred Hand Axe,14020700,2000008,0,0,0,0,4,6,6,6,6,6,11,0,38,0,700
Axe,Hand Axe,Magic Hand Axe,14020800,2000004,0,4,0,0,0,6,6,6,6,9,16,38,0,0,800
Axe,Hand Axe,Cold Hand Axe,14020900,2000011,0,4,0,0,0,6,6,6,6,27,49,29,0,0,900
Axe,Hand Axe,Poison Hand Axe,14021000,2000009,0,0,0,0,0,6,6,6,6,28,52,0,0,30,1000
Axe,Hand Axe,Blood Hand Axe,14021100,2000010,0,0,0,0,0,6,6,6,6,28,52,0,0,30,1100
Axe,Hand Axe,Occult Hand Axe,14021200,2000012,7,0,0,0,0,6,6,6,6,12,22,0,0,72,1200
Axe,Forked Hatchet,Forked Hatchet,14010000,2001000,0,0,0,0,0,6,6,6,6,29,60,0,0,0,0
Axe,Forked Hatchet,Heavy Forked Hatchet,14010100,2001001,1,0,0,0,0,6,6,6,6,49,0,0,0,0,100
Axe,Forked Hatchet,Keen Forked Hatchet,14010200,2001002,2,0,0,0,0,6,6,6,6,8,65,0,0,0,5000
Axe,Forked Hatchet,Quality Forked Hatchet,14010300,2001003,8,0,0,0,0,6,6,6,6,57,57,0,0,0,300
Axe,Forked Hatchet,Fire Forked Hatchet,14010400,2001005,0,0,4,0,0,6,6,6,6,35,8,0,0,0,400
Axe,Forked Hatchet,Flame Art Forked Hatchet,14010500,2001006,0,0,4,0,0,6,6,6,6,5,12,0,40,0,500
Axe,Forked Hatchet,Lightning Forked Hatchet,14010600,2001007,0,0,0,4,0,6,6,6,6,8,35,0,0,0,600
Axe,Forked Hatchet,Sacred Forked Hatchet,14010700,2001008,0,0,0,0,4,6,6,6,6,5,12,0,40,0,700
Axe,Forked Hatchet,Magic Forked Hatchet,14010800,2001004,0,4,0,0,0,6,6,6,6,8,18,44,0,0,800
Axe,Forked Hatchet,Cold Forked Hatchet,14010900,2001011,0,4,0,0,0,6,6,6,6,26,54,40,0,0,900
Axe,Forked Hatchet,Poison Forked Hatchet,14011000,2001009,0,0,0,0,0,6,6,6,6,27,57,0,0,30,1000
Axe,Forked Hatchet,Blood Forked Hatchet,14011100,2001010,0,0,0,0,0,6,6,6,6,27,57,0,0,30,1100
Axe,Forked Hatchet,Occult Forked Hatchet,14011200,2001012,7,0,0,0,0,6,6,6,6,11,24,0,0,75,1200
Axe,Battle Axe,Battle Axe,14000000,2002000,0,0,0,0,0,6,6,6,6,48,33,0,0,0,0
Axe,Battle Axe,Heavy Battle Axe,14000100,2002001,1,0,0,0,0,6,6,6,6,50,0,0,0,0,100
Axe,Battle Axe,Keen Battle Axe,14000200,2002002,2,0,0,0,0,6,6,6,6,8,45,0,0,0,200
Axe,Battle Axe,Quality Battle Axe,14000300,2002003,8,0,0,0,0,6,6,6,6,54,54,0,0,0,300
Axe,Battle Axe,Fire Battle Axe,14000400,2002005,0,0,4,0,0,6,6,6,6,32,8,0,0,0,400
Axe,Battle Axe,Flame Art Battle Axe,14000500,2002006,0,0,4,0,0,6,6,6,6,9,6,0,36,0,500
Axe,Battle Axe,Lightning Battle Axe,14000600,2002007,0,0,0,4,0,6,6,6,6,8,32,0,0,0,600
Axe,Battle Axe,Sacred Battle Axe,14000700,2002008,0,0,0,0,4,6,6,6,6,9,6,0,36,0,700
Axe,Battle Axe,Magic Battle Axe,14000800,2002004,0,4,0,0,0,6,6,6,6,14,9,36,0,0,800
Axe,Battle Axe,Cold Battle Axe,14000900,2002011,0,4,0,0,0,6,6,6,6,43,29,32,0,0,900
Axe,Battle Axe,Poison Battle Axe,14001000,2002009,0,0,0,0,0,6,6,6,6,43,29,0,0,30,1000
Axe,Battle Axe,Blood Battle Axe,14001100,2002010,0,0,0,0,0,6,6,6,6,43,29,0,0,30,1100
Axe,Battle Axe,Occult Battle Axe,14001200,2002012,7,0,0,0,0,6,6,6,6,19,13,0,0,68,1200
Axe,Warped Axe,Warped Axe,15010000,2003000,0,0,0,0,0,6,6,6,6,85,0,0,0,0,0
Axe,Warped Axe,Heavy Warped Axe,15010100,2003001,1,0,0,0,0,6,6,6,6,73,0,0,0,0,6000
Axe,Warped Axe,Keen Warped Axe,15010200,2003002,2,0,0,0,0,6,6,6,6,25,51,0,0,0,200
Axe,Warped Axe,Quality Warped Axe,15010300,2003003,8,0,0,0,0,6,6,6,6,63,63,0,0,0,300
Axe,Warped Axe,Fire Warped Axe,15010400,2003005,0,0,4,0,0,6,6,6,6,42,8,0,0,0,400
Axe,Warped Axe,Flame Art Warped Axe,15010500,2003006,0,0,4,0,0,6,6,6,6,38,0,0,35,0,500
Axe,Warped Axe,Lightning Warped Axe,15010600,2003007,0,0,0,4,0,6,6,6,6,25,42,0,0,0,600
Axe,Warped Axe,Sacred Warped Axe,15010700,2003008,0,0,0,0,4,6,6,6,6,34,0,0,35,0,700
Axe,Warped Axe,Magic Warped Axe,15010800,2003004,0,4,0,0,0,6,6,6,6,38,0,42,0,0,800
Axe,Warped Axe,Cold Warped Axe,15010900,2003011,0,4,0,0,0,6,6,6,6,76,0,38,0,0,900
Axe,Warped Axe,Poison Warped Axe,15011000,2003009,0,0,0,0,0,6,6,6,6,76,0,0,0,30,1000
Axe,Warped Axe,Blood Warped Axe,15011100,2003010,0,0,0,0,0,6,6,6,6,76,0,0,0,30,1100
Axe,Warped Axe,Occult Warped Axe,15011200,2003012,7,0,0,0,0,6,6,6,6,68,0,0,0,72,1200
Axe,Jawbone Axe,Jawbone Axe,14030000,2004000,0,0,0,0,0,6,6,6,6,60,22,0,0,0,0
